"doc_id","Tweet","sentiment"
"xdoc537","Selalu seneng deh lihat video presentasi produk @apple berasa banget pride-nya, meski pelit inovasinya :-))",0
"xdoc538","@battalalgoos     ???     @apple",0
"xdoc539","#IPODPLAYERPROMO #IPOD #IPAD #ITUNES #APPLE #PROMO#IPODPLAYERPROMO @apple @itune #IPOD GENERATION",0
"xdoc540","??E???  TECH :: iPhone 5C Available (@apple) http://dlvr.it/3ylVbD  ?",1
"xdoc541","@B_Yond_Beauty09 @Apple not out yet know its coming tho ... I can feel it.",0
"xdoc542","#IPODPLAYERPROMO #IPOD #IPAD #ITUNES #APPLE #PROMO#IPODPLAYERPROMO @apple @itune",0
"xdoc543","The pros and cons to the #iPad 4: http://at.law.com/7RS7xt  @LawTechNews @apple",0
"xdoc544","How to write in arabic on a Mac laptop!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! @apple",0
"xdoc545","#IPODPLAYERPROMO #IPOD #IPAD #ITUNES #APPLE #PROMO#IPODPLAYERPROMO @apple @itune",0
"xdoc546","Is Your #Startup Driven by Personality, #Execution, or Secret Sauce? (Bonus: An @Apple stock prediction) http://ow.ly/oQo28  by @glehel",1
"xdoc547","@hold_old @Apple @jesus @god @DerekSanders DEREK",0
"xdoc548","What do you guys think about the latest @apple Iphone 5s? or http://fb.me/2CkpBA4ut",0
"xdoc549","@lusalazar @apple em breve na Google e Saraiva tb :)",0
"xdoc550","@ELECTRAFOOD @twitter @Apple me to ugh",-1
"xdoc551","Did you know @Apple trademarked their store design? Includes glass storefront, recessed lighting and oblong tables! #trademark #IP",0
"xdoc552","@Samsung aprovecha cobertura de @Apple para anunciarse: http://bit.ly/17Y3cMG",0
"xdoc553","@Apple y @Google ya no son las #marcas favoritas: http://bit.ly/13RY27K",0
"xdoc554","@WhereMyRingAt @Apple @michaeljordan lmao!! You know how long that line will be? They will camp out for an entire year.",0
"xdoc555","@doctorveritas hey @apple",0
"xdoc556","@Apple YH News Apple's new iPhone 5C cases face 1- to 2-week delay online: Apple's new case for the iPhone 5C ...  http://bit.ly/yh1pyu",-1
"xdoc557","The @Burberry @apple Womenswear S/S14 Teaser - shot with iPhone 5s#lfw http://youtu.be/4iL5ceRxp4A",0
"xdoc558","Hahaha some people just have too much time!  @android vs @apple ... Again! pic.twitter.com/Kkq8FEmP04",0
"xdoc559","Have you pre-ordered your @Apple #iphone5c today... http://bit.ly/1eARpLz  pic.twitter.com/8ITaOAfKP2",0
"xdoc560","#IPODPLAYERPROMO #IPOD #IPAD #ITUNES #APPLE #PROMO#IPODPLAYERPROMO @apple @itune #IPOD GENERATION",0
"xdoc561","@howswelegant @Apple @bubblemania @lxforever OH MY THIS IS TRAGIC. i need your help with 211",-1
"xdoc562","iphone5c,??????? @Apple pic.twitter.com/JHIS5eisPg",0
"xdoc563","@Apple iPhone 5s and 5c: everything you need to know- http://bit.ly/17QodNi",0
"xdoc564","RT @BozaAgency Topics:Highlights for @Apple's iPhone 5s, Putin's US PR firm, @twitter's IPO & @Socialwally brings social media to HD screens",0
"xdoc565","They sell enough devices here  ""@Don_1ZA: @natz0711 @mishi_za @SamsungSA @Apple infrastructure not quite there yet""",1
"xdoc566","C #IPODPLAYERPROMO #IPOD #IPAD #ITUNES #APPLE #PROMO#IPODPLAYERPROMO @apple @itune",0
"xdoc567","Ok so I am gonna shout this out there to 1415 of you... would anyone like to donate an iPhone to the @instagram adventure?! ... @apple?",1
"xdoc568","I'm at @Apple Store, Ross Park (Pittsburgh, PA) http://4sq.com/1eIAJ4S",0
"xdoc569","@Lafond66 @mallow610 @Apple that's a typical issue with fingerprint imaging Sensors. Dont like wet fingers (can't get a precise image)",1
"xdoc570","{#IPODPLAYERPROMO #IPOD #IPAD #ITUNES #APPLE #PROMO #IPODPLAYERPROMO #IPOD #IPAD #ITUNES #APPLE #PROMO#IPODPLAYERPROMO  @apple @itune}",0
"xdoc571","{#IPODPLAYERPROMO #IPOD #IPAD #ITUNES #APPLE #PROMO #IPODPLAYERPROMO #IPOD #IPAD #ITUNES #APPLE #PROMO#IPODPLAYERPROMO  @apple @itune}",0
"xdoc572","@AHeaux @Apple guess you mr smart guy nstuff",1
"xdoc573","#PenyeVatImetufikisha inakua wacwac kufikiria kama @Apple Inc.",0
"xdoc574","Counterpoint: @Xconomy The iPhone 5S and 5C: Everything Is Amazing and Nobody Is Happy - http://s.shr.lc/PJ5Yjp  via @Shareaholic @apple",1
"xdoc575","The new iPhone 5s ans 5c what do you think? @apple",0
"xdoc576","Just installed the 10.8.5 system update. @apple new desktop UI looks like metro, but without tiles... pic.twitter.com/4CFP5Lk6HZ",1
"xdoc577","What makes you :  )  Think about it! Then store & share it with the   :  ) fuel app (happy fuel) available @Apple App Store. #behappy",1
"xdoc578","Facebook??????TOCOM presents??????????????????????????@Apple Store???????12??????????? http://fb.me/1S22IOrjT",0
"xdoc579","@Apple Nl Nieuws 'Apple gebruikt bewegingsprocessor in Maps': Apple heeft grote plannen met de bewegingsproces...  http://bit.ly/yh1pyu",0
"xdoc580","Who was Steve John? He was whose @Apple tempted every one!Who Was Tim Cook? He was who tried to cook #apple with copied recipies of of #Dell",0
"xdoc581","@xfrancesjoanna @crocs @apple",0
"xdoc582","@Tyga sell 1 million copies of #TheGoldAlbum to @Apple so us iPhone users can get it early like Jay Z did for MagnaCarta at @SamsungMobileUS",1
"xdoc583","Me cago en tus muertos @apple",0
"xdoc584","@Apple clarifies #TouchID storage details to calm potential #security fears #iPhone http://fb.me/T2AxA0TY",0
"xdoc585","@Don_1ZA @mishi_za @SamsungSA @Apple I don't care who regulates it. Fact remains their devices are sold here and they generate revenue....",0
"xdoc586","@benigeri Thanks Paul, given the commercial potential with for retail partners, I'm wondering why @apple didn't say more about iBeacon?",0
"xdoc587","i like having the most recent iphone no @apple stop",1
"xdoc588","@apple",0
"xdoc589","What the iPhone 5S tells us about @Apple and the Internet of Things http://buff.ly/1eM7I8r",0
"xdoc590","@Apple en diciembre tendre mi #Iphone 5s :D",0
"xdoc591","With #iPhones confirmed, what's next for @Apple? http://usat.ly/1eEbgcE  via @USATODAY",0
"xdoc592","I wonder why #Apple adds have to include white girl black guy? Maybe they feel white guys black wen don't buy I phones. @apple.com",1
"xdoc593","@Apple @AyudaMovistarVe neither Movistar VE nor Apple! Who should do the unlocking of mi iphone4S? Help.",0
"xdoc594","I'm at @Apple Store, Summit Mall (Fairlawn, OH) http://4sq.com/14GB9qw",0
"xdoc595","Did @apple just make a wrong decision?  Well, no better and no worse in term of consumer-based innovation #imo",1
"xdoc596","@waathaaaaan @Apple",0
"xdoc597","Another look at the @Apple Fingerprints feature.   What do you think? True or False pic.twitter.com/dBWtlY6Moh",-1
"xdoc598","@AnalogDanny @Apple kms",0
"xdoc599","vai toma no cu @apple",0
"xdoc600","What the iPhone 5S tells us about @Apple and the Internet of Things http://buff.ly/17Vo9vN",0
"xdoc601","#IPODPLAYERPROMO #IPOD #IPAD #ITUNES #APPLE #PROMO#IPODPLAYERPROMO @apple @itune #IPOD GENERATION",0
"xdoc602","I'll admit I love my iphone but @apple will never get my fingerprint  NSA gets all the fingerprints of activists, I expect planted evidence.",1
"xdoc603","Sobre el #iPhone 5c http://ow.ly/oPyn7  @GeorgeOaks @manolo_e69 @lmuia @yatayoye @apple #tech",0
"xdoc604","Was at the @apple store today.. Guy next to me brought in iPad with cracked screen that he said he found in the... http://fb.me/2yCZjoTIh",-1
"xdoc605","Newsflash: @Burberry Collaborates with @apple for the Spring/Summer 2014 Show at #LFW http://ow.ly/oPZc5  http://fb.me/2RUs2JZnI",0
"xdoc606","@cherylcole @apple #iphone5c http://fb.me/2PMMKdYvh",0
"xdoc607","@Exhibit_K In fact, that should be the emoji for the action. HAA. We should write to @apple",0
"xdoc608","There needs to be an emoji of someone in yoga pants @apple then I could truly describe my day with emojis",0
"xdoc609","@betehene @apple #ipad 'e yapilan yanlis bize yapilmistir...",0
"xdoc610","@KaitlinBongo @Apple Kaitlin -___-",0
"xdoc611","New @Apple Patent: #iPad Anti-Reflective Display    http://bit.ly/17Wle65",0
"xdoc612","{#IPODPLAYERPROMO #IPOD #IPAD #ITUNES #APPLE #PROMO #IPODPLAYERPROMO #IPOD #IPAD #ITUNES #APPLE #PROMO#IPODPLAYERPROMO @apple @itune}",0
"xdoc613","I'm at @Apple Store, Crocker Park (Westlake, OH) http://4sq.com/14RQsYb",0
"xdoc614","Seeking lower tax rate, @Airbnb follows @google and @apple in choosing Ireland as its European HQ |http://onforb.es/19RHH3K  #travel",0
"xdoc615","@Apple's new @iPhone5c will be available to pre-order from Apple's online store on Friday, 13th of September.",1
"xdoc616","Hey @apple please add Internet connection status indicator on iOS 7 Wi-Fi settings panel. More granular signal strength meter be nice too.",1
"xdoc617","@apple",0
"xdoc618","{#IPODPLAYERPROMO #IPOD #IPAD #ITUNES #APPLE #PROMO #IPODPLAYERPROMO #IPOD #IPAD #ITUNES #APPLE #PROMO#IPODPLAYERPROMO @apple @itune}",0
"xdoc619","Plagiaat @apple ? pic.twitter.com/mHVCI5fSlE",0
"xdoc620","@apple para cuando la ota de ios7gm?? No me apetece hacer copia de seguridad",0
"xdoc621","Could @Apple & @PayPal announcements be game changers in the #mpayment landscape? #mcommerce #bluetooth @IR_Magazine http://bit.ly/18W3upH",0
"xdoc622","""@JZFan: When are y'all gonna come out with the iJordans? @Apple @MichaelJordan""<stop this Q, don't you have night shift ir something",0
"xdoc623","WHY WHY WHY WHY WHY WHY WHY WHY WHY WHY  @Apple @itunesfestival",0
"xdoc624","Resumen de la keynote de @Apple en 8 GIFs claves: iOS 7 tiene fecha de lanzamiento, 18/09/2013 http://bit.ly/17t8zXo",0
"xdoc625","We have something that YOU wish you had, called #BBM thats why #IChooseBlackBerry10 #BBM4ALL @BlackBerry @Apple @Google",0
"xdoc626",".@CNNEE @Microsoft es una potencia imparable en el mundo del desarrollo. Ahora tb en hardware. @Apple es un subproducto con aires de mimo.",0
"xdoc627","@Mr_EasyRyder @The_1nd_Only365 @Apple yu kno issie slow Collin lmaoo",-1
"xdoc628","@windowsphone You sure were quick to take down those videos blatantly calling out @Apple that were done in poor taste and quality.",-1
"xdoc629","@BostonReid @jasonreiner @apple lol",0
"xdoc630","Yo @apple .... We need a boxing glove emoji",0
"xdoc631","@beyonce @apple ??",0
"xdoc632","Make a stop sign emoji @apple",0
"xdoc633","Exijo mi dinero de vuelta @apple",0
"xdoc634","Php, katanya low cost??? @apple",0
"xdoc635","Why doesn't my iPod have dinosaur emojis @apple",0
"xdoc636","@apple why",0
"xdoc637","C #IPODPLAYERPROMO #IPOD #IPAD #ITUNES #APPLE #PROMO#IPODPLAYERPROMO @apple @itune",0
"xdoc638","If @apple's new #iphone5c case reminds you of Crocs, sorry, you're a freaking retard.",-1
"xdoc639","When is @apple going to create an upgrade were we can un-send text messages",0
"xdoc640","@Apple #iPhone5C e #iPhone5S: i prezzi in Germania http://shar.es/iYsW0  via @TechstationIT",0
"xdoc641","It's important that Apple not become the developer for the world. We need people to invent their own stuff."" - Tim Cook CEO of @Apple",1
"xdoc642","@APPLE @GOOGLE #CHROME - #TEST #TEST #TEST - #iPad (Retina) #Chrome REALLY #UGLY PAGE RENDERING LUGGIES pic.twitter.com/LH1K8R7tzU",-1
"xdoc643","@fulltimebro @Apple #Hip 1/10",0
"xdoc644","@Microsoft getting #desperate willing to pay you $200  to trade your @apple ipads for tablets. #really? @venturebeat http://bit.ly/18XPNXl",0
"xdoc645","@Google 's laughing at @Apple and I am laughing at what was left of my love for @Chrome #stinks",0
"xdoc646","@Twohat007 @Apple  ppl will buy it BC lodes of ppl like it (I don't) but most of the ppl in the wold do so it will sell but don't know y",1
"xdoc647","@battalalgoos @apple",0
"xdoc648","A harder look at @Apple's #iPhone 5S security scanner, which allows the user's fingerprint to become the password http://ow.ly/oN4UB",0
"xdoc649","We need emergency battery @Apple",-1
"xdoc650","I need to somehow keep headphones attached to my phone at all times. @apple",0
"xdoc651","So the @apple genius dude left me because my laptop was loading too slow.",0
"xdoc652",".@Apple VP Marketing: Be quiet, photogs, and let #iPhone do #photography for you. http://ht.ly/oPtNw  Condescension, anyone?",0
"xdoc653","Dear @Apple    im sure im not the only one that types ""nerd"" so lets stop putting a red line under it.    Thanks,  Diego??",0
"xdoc654","@Apple???????? ????????????????????????????????!",0
"xdoc655","@DroClicquot @Apple neither am I!! #soannoying",0
"xdoc656",".@APPLE Pls get #Safari reading list in cloud!",-1
"xdoc657","iPhone 5C battery life is being promoted as 10 days stand by time. Lol, I'm sure I wont need to charge my phone for 10 days @Apple",0
"xdoc658","Why is #deathmatch not included in the auto-text on the #iphone? Huh @Apple? No gamers on your auto-text dev team?",0
"xdoc659","Fantastic new phone concept from @davehakkens; this is the kind of thing @apple should have come up with http://thndr.it/14IFdTv",1
"xdoc660","Argh! No puedo entrar a mi iMac @AppStore @Apple",0
"xdoc661","@Apple i need a cholula emoji stat.",0
"xdoc662","@florinNitulescu @nokia is really taking off @apple  #HelpTheFellow ;)",0
"xdoc663","@nitoTV I wish @Apple could change or allow us to change background color from black to others, on AppleTV 2 and 3",0
"xdoc664","So I tried to preorder iphone5s last night but couldn't, I'm guessing they're sold out already?! @VerizonWireless @apple",0
"xdoc665","Anybody know what's going on with my iPhone 5?! @apple #iphone5 pic.twitter.com/qgM8gDrwfE",0
"xdoc666","No me gusta la letra C, lo siento tontos @Apple",0
"xdoc667","@Apple If you release a thumbprint protected password autofill feature, thumb theft will become the evening news.",0
"xdoc668","The new #iPhone is out! Lets go buy a #Samsung #Galaxy!   @BridgetCarey @CNET @Apple @BrianTong",0
"xdoc669","@DarrenSproat @nokia @Apple Yeah. But by now Samsung has ""pyrited"" it.",0
"xdoc670","make your iphones waterproof @apple",0
"xdoc671","I love my Apple TV but I think @netflix and @apple need to fix Apple TV and get autoplay... This process is so annoying",0
"xdoc672","Lol RT @thepartycow: Well, well. @motorola using @twitter to fire back @apple. In other news go @adambain!!! pic.twitter.com/nnk3VWQaLU",1
"xdoc673","@Apple ??",0
"xdoc674","@ybarra214amy WELL IT'S NOT MY FAULT @apple DOESNT HAVE A PAL EMOJI!!!",0
"xdoc675","How do you get a icon that you accidentally deleted off your phone? #calendar #teamiphone @apple @iphone #apple #iphone",0
"xdoc676","Time to short @Apple? pic.twitter.com/DXuTJk5Evo",0
"xdoc677","@SagarKamesh @Apple I wasn't hurt at all.",-1
"xdoc678","5s manita? RT @MizBuchitos Mi banca rota es culpa de @Apple :(",0
"xdoc679","On hold with @Apple, they're playing ""I Remember"" by @deadmau5.. Yeah don't transfer my call yet, I can wait for this song to finish! ? #tbt",0
"xdoc680","@windowsphone THROWIN SHADE @apple",0
"xdoc681","Why won't @apple release the ios7 for my phone already. I really want to see the difference in person.",0
"xdoc682","@7evenStarz @Apple you have made no statement about the female condom.",0
"xdoc683","China: @Apple no convence http://cort.as/5oXn",0
"xdoc684","Will @apple help me fix my screen bc it doesn't work at all. I only dropped it and didn't work anymore, but i have no cracks on the screen",1
"xdoc685","@apple @itunes y'all need to add that music que to the iPhones in iOS 7",0
"xdoc686","When are y'all gonna come out with the iJordans? @Apple @MichaelJordan",0
"xdoc687","At the @Apple store finally getting a new phone....it's been real 4s, but you just had to crack!",-1
"xdoc688","i need a middle finger emoji @apple mAKE ONE",0
"xdoc689","Why y'all jerks not puttin the 5s on presale @apple ?!",0
"xdoc690",".@Apple discontinues Cards app and printing service, recommends using #iPhoto instead. http://ht.ly/oPzqp",0
"xdoc691","With iBeacon, @Apple is going to dump on NFC and embrace the internet of things: http://goo.gl/PZQZsQ",-1
"xdoc692","Why does my phone tell me I work today @apple",1
"xdoc693","#Nefarious @Apple says don't sweat it The data isn't stored on their servers or in the cloud but on the phone itself    http://bit.ly/1bgRunD",-1
"xdoc694","thanks @apple. second charger this week. pic.twitter.com/cXbjgFjiAy",0
"xdoc695","@iPhoneTeam I'm moving to #Japan !! #TeamiPhone #TeamApple @apple",0
"xdoc696","How Wal-Mart's #IPhone Discount Defeated Apple's Price Controls | @Walmart @Apple | http://ow.ly/oQLkj",1
"xdoc697","All I wanted was waterproof and a front flash @apple ??",0
"xdoc698","@IvanKostynyk @verge @Apple There was so much leakage prior to the event that the release didn't bring much new information.",-1
"xdoc699","@TarekAlaya @BlackBerry @Apple @google our simple dualcores makes pieces of iPhone 5 in benchmarks and beats a lot of quadcores",0
"xdoc700","OS X 10.8.5 indirilmeye sunulmus @apple",0
"xdoc701",".@Apple If you don't send me the gold iPhone 5S for free I will kill my mom. pic.twitter.com/hACMrMS5I1",1
"xdoc702","Lmao i hate u RT @JZFan: When are y'all gonna come out with the iJordans? @Apple @MichaelJordan",-1
"xdoc703","The @Apple home page is light green advertising a plastic #iPhone5C -- the terrorists truly have won.",1
"xdoc704","#iOS #iOS7 #Apple @AppStore @applenws @apple #apple #jonyive @jonyive #uglyapps #ugly #fixed pic.twitter.com/Es1LN0abGC",-1
"xdoc705","@Apple can't trick @Speck. #SocialParty2013 http://ow.ly/oN9uO",-1
"xdoc706","Hola bby, eres sensual @apple.",0
"xdoc707","@MobileKeverett You just wait. It will be immediately sold out when it's released. @Apple",0
"xdoc708","I want the GOLD ONE!! I wonder if they'll interchange my black iPhone 5 for it. It's a year old you greedy muthafreakers! @apple ??",1
"xdoc709","Please tell me @apple created a option to get out of a group message. #iphone5s",0
"xdoc710","This isn't just about a nice to have. PwC on why @Apple @Facebook 95 other global corps should disclose emisions http://bit.ly/18Xc8Dk",1
"xdoc711","Psst, @apple, please let us customize icons for groups of apps on our iOS devices",0
"xdoc712","Create sturdier cords @apple",1
"xdoc713","@mishi_za @natz0711 @SamsungSA perfect time to move to @Apple they don't seem to care about you",1
"xdoc714","So @apple when was raining at 4 meant to say pouring at 1",0
"xdoc715","@Vada_YDG @apple can u make a middle finger emoji",0
"xdoc716","@ibogost @TheAtlanticTECH @apple The #iPhone5S is #JonyIves banging those ""champfered edges"" like they were cowbells.",1
"xdoc717","Argh la espera ha sido eterna >< quiero ya el nuevo macbook pro 2013 @apple",0
"xdoc718","@GuardianSustBiz @CDP @Apple our data addictions mean huge carbon emission.",0
"xdoc719","Hey @apple #iOS7 #iOS Why go flat, then use a 3D parallax effect on the homescreen? #needdepth #fixcontrast",0
"xdoc720","@annieftmccann @Apple darn she @ em and erthing",0
"xdoc721","Japoneses acampan afuera de la tienda de @Apple en #Tokio, para ser  comprar los nuevos iPhone 5S y el 5C pic.twitter.com/0xUPoJfQ3z",0
"xdoc722","1% = 10%. I went to bed and woke up the next morning and my phone was still on 1%. @apple",0
"xdoc723","@JZFan @Apple @michaeljordan true! Ppl would lose all act right if that were to happen. Lmao",0
"xdoc724","#iPhone5S @apple Activist Post: Unmasking the Real Steve Jobs http://po.st/f06pN5  via @po_st",0
"xdoc725","@Samsung & @Apple , we need phones with an endless battery life.",0
"xdoc726","Wishing @Apple had released a plastic backed 5s.  For obvious reasons...of course. http://sdrv.ms/163bRNs",0
"xdoc727","It's weird and a little #upsetting that @TheAppleInc doesn't have @Apple as its handle.",-1
"xdoc728","@highsnobiety @Apple this is so Nokia Lumia, it's sick!",-1
"xdoc729","C #IPODPLAYERPROMO #IPOD #IPAD #ITUNES #APPLE #PROMO#IPODPLAYERPROMO @apple @itune",0
"xdoc730","@apple @AyudaMovistarVe apple m mando al operador local para solicitar liberacion de mi iphone4s. Apple said that Movistar VE should do it",0
"xdoc731","Ha! @bdwallace ""@thepartycow Well, well. @motorola using @twitter to fire back @apple. In other news go @adambain! pic.twitter.com/C6mGAMRQMI""",1
"xdoc732","@highlyHIGHtori @Apple nah they didn't lie,they don't want you using it... It's a word tho",0
"xdoc733","#IPODPLAYERPROMO #IPOD #IPAD #ITUNES #APPLE #PROMO#IPODPLAYERPROMO @apple @itune #IPOD GENERATION",0
"xdoc734","Can @Apple just buy IHOP already & turn it into a three-legged race store where nothing is as it seems?",0
"xdoc735","Really wishing @apple would offer me $200 for my IPad 1. Early adopters should be taken care of too!",0
"xdoc736","@apple #iOS7 need to have more Filters to the camera , or remove 2 of the 3 black & white filters .. pic.twitter.com/Z05B3SaPoY",0
"xdoc737","Quelqu'un peut-il expliquer a apple ce qu'est le ""low cost"" !! @Apple",0
"xdoc738",".@Apple discontinues Cards app and printing service, recommends using #iPhoto instead. http://ht.ly/oPzpn",0
"xdoc739","These days, @Apple is more like a fashion label than an electronics company http://qz.com/123930  via @qz",1
"xdoc740","Well taught alumna?RT @mchoto Curious re @Apple MKT dept thought process. Really dont get 5c. Same 5, only $100 less. No new mkt share.",1
"xdoc741","???????????? RT @kemalnads: JazzyJeff @Apple what the...",0
"xdoc742","http://thndr.it/14IFdTv  #phonebloks   @samsung @apple",0
"xdoc743","@jonjonnyp @Apple You will have to queue up in person with the rest of the normals & uglies to get the 5s.",0
"xdoc744","Ha @thepartycow: Well, well. @motorola using @twitter to fire back @apple. In other news go @adambain!!! pic.twitter.com/MH4QF0dAM0",1
"xdoc745","Watched someone give a presentation this morning on their @Apple iPad only to have their unlock pw key presses be illuminated on screen.",0
"xdoc746","Yo @Apple where is the update to allow u to access your call history while on the phone?!",0
"xdoc747","It's about time that @apple released 0.7.5",0
"xdoc748","Silly @Microsoft. Making fun of @apple won't sell more products. It makes you look desperate.  Desperate is a bad strategy.",-1
"xdoc749","@Apple and @BarackObama - laugh now but think about it pic.twitter.com/om0lZDgIRs http://nblo.gs/P1hLe",0
"xdoc750","@apple wheres? pic.twitter.com/dNxOECPQ3T",0
"xdoc751","@dave1010 @nsa @Apple iphone5c is ready to receive your biometrics , Sir",1
"xdoc752","#RT      This is why #IChooseBlackBerry10     http://bit.ly/17sKeRJ     #iPhone5S  #iPadMini  @JimmyKimmel  #BB10  @BlackBerry   #QNX  #Z10  @Apple  #LOL",0
"xdoc753","Since @Apple teases us with the phone weeks before you can buy it; can I do the same with my payment for the phone?",0
"xdoc754","Talked to @apple today, looks like another week until I get my computer back :(",1
"xdoc755","Menos mal que compre bitcoins en lugar de acciones de @Apple, lol",0
"xdoc756","@apple care protection is onzin voor veel geld bij @ivizi_apr +macbook gekocht nu harde schijf kapot maar geen garantie door deukjes #fail",0
"xdoc757",". @Apple Doubles Down On An Incredibly Risky #Business #Strategy http://ow.ly/oMtWZ",0
"xdoc758",".@Apple discontinues Cards app and printing service, recommends using #iPhoto instead. http://ht.ly/oPzpS",0
"xdoc759","? ????? #iPhone5S @apple ????? ???????? ?? ?????? ?????? ???? ?? ? ????????? ???????... go NSA ??????",0
"xdoc760","Banned #iPhone 5S Promo @apple  http://youtu.be/fzG4BcaK064",0
"xdoc761","@apple and @verizon wireless need to figure out this iPhone roll out and take care of business",0
"xdoc762","Now I'm worried about Gmail tabs - the iPhone 5s/c email announcement from @Apple landed in my Updates tab #gmailapocalypse",-1
"xdoc763","@Apple non-authorized Apple guy replaced my ipad wifi antenna for $50 while I had lunch. #asia #genius",1
"xdoc764","@Apple a lot of people have said the iPhone 5S/5C did not contain any major innovations, maybe you need to adjust to their shallowness...",0
"xdoc765","In with the new but how the heck do I switch it on? Destructions don't say #help @apple pic.twitter.com/Epn891EAk7",-1
"xdoc766","@MuldoonPatrick @AppStore @Apple @AppleTweets Must be time to switch to @AvidProTools I've never had a problem with @AvidProTools Cust Serv.",-1
"xdoc767","I want @microsoft, @google, @apple, and @facebook to stop taking cheap potshots at each other. Just tell us why *your own* product is good.",0
"xdoc768",":-) ""Turns out that 'c' in Apple's iPhone 5c doesn't stand for 'cheaper"" @apple #iphone  http://lnkd.in/bMWsyRR",1
"xdoc769","It's 2013 why can't I highlight text and un-capitalize it @apple like what are you guys even doing?",1
"xdoc770","@apple where tf is my update ?",0
"xdoc771","@Apple should have saved #iOS7's reveal to go with the phones.",0
"xdoc772","@Apple: And, you all're standing a really really good chance of a lawsuit, unless you do my best friend right.  That's all that there is.",1
"xdoc773","@MattHouse15 @Apple What They haven't came out with iOS7 yet ill never know",0
"xdoc774","@Apple why is 16 gigs of storage even considered sufficient.",1
"xdoc775","I'm pretty sure @Apple purchased Nokia's old ring tones from MS for iOS 7. #lame #2002 #8bitsound",0
"xdoc776","@natz0711 @mishi_za @SamsungSA @Apple infrastructure not quite there yet",0
"xdoc777","Seriously, @Apple - I carry two devices. #iPhone and #Walkman. You do FM on the nano, and your iPhone chips support FM. Just make it happen.",1
"xdoc778","@JoshAnderson09 @apple #iTards",0
"xdoc779","I have 0 storage left so I get her any texts or send any texts k thank @apple",1
"xdoc780","@apple what about #BBM4ALL ?? Why haven't you approved the app on iOS yet?",0
"xdoc781",".@Apple VP Marketing: Be quiet, photogs, and let #iPhone do #photography for you. http://ht.ly/oPtOD  Condescension, anyone?",0
"xdoc782","Phone autocorrects five to fivefifths. Thanks @Apple I'm outchea",0
"xdoc783","Almost half a grand for an @Apple iPhone 5(c)heap is a bit steep.",0
"xdoc784","THIS PHONE OMFG.    @apple ima need you to get it together.",0
"xdoc785","But really, why am I looking at the video about the iphone 5s? It's not like I can afford it. *logs off @apple website*",1
"xdoc786","@Tom_fairclough9 @Apple or last longer than an hour when you actually use it. Like your supposed to?",1
"xdoc787","@Goddessvicky If only Jarvis could replace Siri. Think about it @Apple",0
"xdoc788","@fulltimebro @Apple ohhhhhh you need this new phone or you will die!!!!!!!",-1
"xdoc789","I'm happy that after a year of lies @apple has finally called the ""White"" iPhone what it really is .. Silver",0
"xdoc790",".@Apple discontinues Cards app and printing service, recommends using #iPhoto instead. http://ht.ly/oPzo9",0
"xdoc791","@Apple needs to get on the @UVVU bandwagon - all these new movies are coming out without #iTunes redemption codes (sad)!",0
"xdoc792","my ipod cracked hAlp @apple",-1
"xdoc793","C'mon @apple, you can do better! pic.twitter.com/zrJCO2LeJn",1
"xdoc794","@apple #apple alleen kapotte batterij vervangen, telefoon al twee weken kwijt, bad service :(",-1
"xdoc795","@Google #Nexus4 $199 w/o contract. @Apple #iPhone 5c $549 w/o contract. There's ""premium"" and there's ""YIKES!"" http://shar.es/ijR3q",0
"xdoc796","u should make better chargers @apple",1
"xdoc797","Siri is being mean to me @apple pic.twitter.com/8c6IdlywTc",0
"xdoc798","What @Om Malik likes and doesn't like about the new @Apple iPhones http://buff.ly/1eGmopu",1
"xdoc799","Well, well. @motorola using @twitter to fire back @apple. In other news go @adambain!!! pic.twitter.com/75hRORixpc",1
"xdoc800","Telcos are the worst consumer companies in the U.S. They make Apple look like a childrens show lol. @millerjr99 @Apple",0
"xdoc801","@apple hurry up with ios7 fs",0
"xdoc802","one in Katy too smh @apple",0
"xdoc803","I wonder how come @Apple takes 10 days to UNsubscribe you from EMs when they can JOIN you to an e-mail list in milliseconds... :-P",1
"xdoc804","I don't think @Apple will be linking to this, guys!  RT @PopSci: Infographic! Should you buy a new iPhone? http://pops.ci/14MhGof",0
"xdoc805","customer service? 2nd day trying to get a new phone and staff is rude + blows through appt times. Time to switch from @apple #apple #soho",-1
"xdoc806","@avoninspire @Apple omg same.",0
"xdoc807","Since yall stopped sellin the iPhone 5 they should lower the prices on it so I can pay it off quicker and get the iPhone 5s @apple",1
"xdoc808","@DGDtheband is like @apple they're driving up the demand for their album by only releasing one song.",1
"xdoc809","Waay too many people waiting for #AppleCare, in my @Apple era this would not have been acceptable #Commodity pic.twitter.com/hgzYTEx3ya",0
"xdoc810","Why does @Apple want your finger prints? @NSA",0
"xdoc811","@jeanettehayes @Apple the company is literally not the same. at all.",0
"xdoc812","@1JazzyJeff @Apple what the...",0
"xdoc813","Darn why isn't there a middle finger emoji yet....it's needed!!!! not these!! ??????????????????????????????????????? @apple",0
"xdoc814","Ok the iPhone 5C looks weird and is very different from the previous Apple Products #Apple @Apple",-1
